f_property_type,f_room_type,f_neighbourhood_cleansed,f_neighbourhood_group_cleansed,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincelast,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_beach_essentials,d_beachfront,d_bed_linens,d_bidet,d_bikes,d_board_games,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_outdoor_shower,d_outlet_covers,d_pool,d_private_entrance,d_private_pool,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_shared_pool,d_single_level_home,d_smoke_alarm,d_toaster,d_waterfront,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_conditioner,d_have_body_soapgel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_family_friendly,d_have_fireplace,d_instant_bookable,d_has_availability,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,room_type,property_type,flag_review_scores_rating,flag_reviews_per_month,flag_days_sincelast,f_bathroom,f_bedroom,ln_bed,f_beds,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
condo,Entire home/apt,Bari,Bari,3,1,1,1,4.68,44,1.1,2,351,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,45,27600170,Bari,Entire home/apt,condo,0,0,0,1,2,0,1,3,3,1
condo,Entire home/apt,Lecce,Lecce,4,1,1,2,4.88,57,1.39,2,88,68,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,45,27619521,Lecce,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,3,1
condo,Entire home/apt,Locorotondo,Bari,5,1.5,2,3,4.82,17,0.41,1,27,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,55,27625191,Locorotondo,Entire home/apt,condo,0,0,0,1,2,1.0986122886681098,2,3,2,1
condo,Entire home/apt,Brindisi,Brindisi,5,1,3,3,4.78,32,0.79,5,102,153,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,150,27730096,Brindisi,Entire home/apt,condo,0,0,0,1,2,1.0986122886681098,2,3,2,2
condo,Entire home/apt,Tricase,Lecce,5,2,3,1,4.67,3,0.07,2,254,864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,25,27766262,Tricase,Entire home/apt,condo,0,0,0,2,2,0,1,3,2,1
condo,Entire home/apt,Bisceglie,Barletta-Andria-Trani,4,1,1,3,4.83,0,0.39,4,364,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,60,27840749,Bisceglie,Entire home/apt,condo,1,1,1,1,2,1.0986122886681098,2,3,1,1
loft,Entire home/apt,Ostuni,Brindisi,4,1,1,1,4.17,6,0.15,7,364,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,90,27891651,Ostuni,Entire home/apt,loft,0,0,0,1,2,0,1,3,2,2
apartment,Entire home/apt,Turi,Bari,2,1,1,1,4.83,0,0.39,1,365,123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,130,27942123,Turi,Entire home/apt,apartment,1,1,1,1,2,0,1,3,1,1
apartment,Entire home/apt,Turi,Bari,2,1,1,1,4.83,0,0.39,1,365,123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,140,27942127,Turi,Entire home/apt,apartment,1,1,1,1,2,0,1,3,1,1
condo,Entire home/apt,Otranto,Lecce,4,2.5,1,4,4.2,5,0.17,2,345,125,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,101,28143963,Otranto,Entire home/apt,condo,0,0,0,2,2,1.3862943611198906,2,3,2,1
apartment,Entire home/apt,Mesagne,Brindisi,3,1,1,3,4.83,0,0.39,2,246,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,100,28299228,Mesagne,Entire home/apt,apartment,1,1,1,1,2,1.0986122886681098,2,3,1,1
condo,Entire home/apt,Ginosa,Taranto,4,2,1,2,4.4,5,0.98,1,361,26,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,45,28340479,Ginosa,Entire home/apt,condo,0,0,0,2,2,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Morciano di Leuca,Lecce,4,1,2,3,4.83,0,0.39,2,268,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,137,28349725,Morciano di Leuca,Entire home/apt,condo,1,1,1,1,2,1.0986122886681098,2,3,1,1
condo,Entire home/apt,Bari,Bari,3,1,1,1,4.66,32,0.81,2,358,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,45,28402087,Bari,Entire home/apt,condo,0,0,0,1,2,0,1,3,2,1
condo,Entire home/apt,Bari,Bari,4,1,2,1,4.92,38,0.96,2,26,117,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,87,28461770,Bari,Entire home/apt,condo,0,0,0,1,2,0,1,3,3,1
condo,Entire home/apt,Bari,Bari,4,2,2,3,4.71,14,0.46,1,163,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,150,28505503,Bari,Entire home/apt,condo,0,0,0,2,2,1.0986122886681098,2,3,2,1
loft,Entire home/apt,Grottaglie,Taranto,4,1,1,2,4.83,0,0.39,3,89,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,180,28531668,Grottaglie,Entire home/apt,loft,1,1,1,1,2,0.6931471805599453,1,3,1,1
condo,Entire home/apt,Lecce,Lecce,3,1,2,2,4.83,0,0.39,7,83,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,45,28687106,Lecce,Entire home/apt,condo,1,1,1,1,2,0.6931471805599453,1,3,1,2
condo,Entire home/apt,Bari,Bari,3,1,1,2,4.9,62,1.59,1,358,68,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,83,28774475,Bari,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,3,1
condo,Entire home/apt,Mattinata,Foggia,5,1,2,5,4.33,3,0.1,4,180,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,35,28779748,Mattinata,Entire home/apt,condo,0,0,0,1,2,1.6094379124341003,2,3,2,1
condo,Entire home/apt,Putignano,Bari,2,1,1,1,4.25,4,0.1,2,363,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,35,28806569,Putignano,Entire home/apt,condo,0,0,0,1,2,0,1,3,2,1
apartment,Entire home/apt,Ugento,Lecce,4,1,1,3,4.83,0,0.39,6,365,123,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,65,28821195,Ugento,Entire home/apt,apartment,1,1,1,1,2,1.0986122886681098,2,3,1,2
condo,Entire home/apt,Margherita di Savoia,Barletta-Andria-Trani,4,1,1,2,4.67,6,0.18,2,349,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,43,28847680,Margherita di Savoia,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Bari,Bari,3,1,1,1,4.74,39,1.19,2,357,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,35,28904640,Bari,Entire home/apt,condo,0,0,0,1,2,0,1,3,3,1
condo,Entire home/apt,Bari,Bari,3,1,1,1,4.6,35,1.08,2,298,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,45,28905371,Bari,Entire home/apt,condo,0,0,0,1,2,0,1,3,2,1
condo,Entire home/apt,Bari,Bari,2,1,1,1,4.68,60,1.54,1,114,67,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,57,29051513,Bari,Entire home/apt,condo,0,0,0,1,2,0,1,3,3,1
condo,Entire home/apt,San Severo,Foggia,6,1,2,5,4.5,2,0.05,1,362,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,100,29140880,San Severo,Entire home/apt,condo,0,0,0,1,2,1.6094379124341003,2,3,2,1
condo,Entire home/apt,Martina Franca,Taranto,2,1.5,1,1,5,1,0.21,1,83,144,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,90,29347022,Martina Franca,Entire home/apt,condo,0,0,0,1,2,0,1,3,2,1
loft,Entire home/apt,Bari,Bari,2,1,1,1,4.98,65,1.68,2,186,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,94,29445055,Bari,Entire home/apt,loft,0,0,0,1,2,0,1,3,3,1
condo,Entire home/apt,Otranto,Lecce,4,1,2,2,5,5,0.9,3,364,122,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,100,29473212,Otranto,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Bari,Bari,4,1,1,2,5,1,0.03,2,0,1091,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,38,29590749,Bari,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,2,1
apartment,Entire home/apt,Castellaneta,Taranto,4,1,1,5,4.83,0,0.39,1,364,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,80,29670121,Castellaneta,Entire home/apt,apartment,1,1,1,1,2,1.6094379124341003,2,3,1,1
condo,Entire home/apt,Lecce,Lecce,2,2,2,2,5,1,0.22,5,363,136,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,103,29681337,Lecce,Entire home/apt,condo,0,0,0,2,2,0.6931471805599453,1,3,2,2
loft,Entire home/apt,Ostuni,Brindisi,3,1,1,2,4.93,30,0.89,2,245,110,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,45,29851497,Ostuni,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,2,1
loft,Entire home/apt,Carovigno,Brindisi,2,1,1,1,4.83,0,0.39,2,2,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,100,29980700,Carovigno,Entire home/apt,loft,1,1,1,1,2,0,1,3,1,1
loft,Entire home/apt,Carovigno,Brindisi,3,1,1,2,5,1,0.03,2,2,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,100,29981418,Carovigno,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,2,1
loft,Entire home/apt,Carovigno,Brindisi,4,1,1,2,4.83,0,0.39,2,2,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,120,29981477,Carovigno,Entire home/apt,loft,1,1,1,1,2,0.6931471805599453,1,3,1,1
loft,Entire home/apt,Parabita,Lecce,3,1,1,2,4.5,20,0.66,2,135,102,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,60,30054169,Parabita,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Parabita,Lecce,4,1,0,3,3.67,3,0.11,2,123,474,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,60,30054186,Parabita,Entire home/apt,condo,0,0,0,1,1,1.0986122886681098,2,2,2,1
loft,Entire home/apt,Bari,Bari,4,1,0,2,4.62,21,0.68,1,327,27,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,60,30251353,Bari,Entire home/apt,loft,0,0,0,1,1,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Fasano,Brindisi,6,1,2,6,4.67,3,0.11,3,358,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,30,30316770,Fasano,Entire home/apt,condo,0,0,0,1,2,1.791759469228055,3,3,2,1
condo,Entire home/apt,Morciano di Leuca,Lecce,6,1,2,4,4.83,0,0.39,2,268,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,137,30412255,Morciano di Leuca,Entire home/apt,condo,1,1,1,1,2,1.3862943611198906,2,3,1,1
loft,Entire home/apt,Taviano,Lecce,5,1,1,5,4.83,0,0.39,7,89,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30,30532162,Taviano,Entire home/apt,loft,1,1,1,1,2,1.6094379124341003,2,3,1,2
condo,Entire home/apt,Bari,Bari,4,1,1,4,4.86,14,0.38,2,358,56,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,60,30535295,Bari,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,2,1
condo,Entire home/apt,Gallipoli,Lecce,4,1,2,3,4.83,0,0.39,7,0,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,38,30766562,Gallipoli,Entire home/apt,condo,1,1,1,1,2,1.0986122886681098,2,3,1,2
loft,Entire home/apt,Martina Franca,Taranto,2,1,0,1,4.77,39,1.07,4,264,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,38,31163997,Martina Franca,Entire home/apt,loft,0,0,0,1,1,0,1,3,3,1
condo,Entire home/apt,Lecce,Lecce,4,1,2,2,4.7,70,1.98,1,346,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,49,31306497,Lecce,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,3,1
condo,Entire home/apt,Nard,Lecce,6,2,3,4,4.8,5,0.17,3,179,131,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,200,31588120,Nard,Entire home/apt,condo,0,0,0,2,2,1.3862943611198906,2,3,2,1
