f_property_type,f_room_type,f_neighbourhood_cleansed,f_neighbourhood_group_cleansed,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincelast,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_beach_essentials,d_beachfront,d_bed_linens,d_bidet,d_bikes,d_board_games,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_outdoor_shower,d_outlet_covers,d_pool,d_private_entrance,d_private_pool,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_shared_pool,d_single_level_home,d_smoke_alarm,d_toaster,d_waterfront,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_conditioner,d_have_body_soapgel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_family_friendly,d_have_fireplace,d_instant_bookable,d_has_availability,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,room_type,property_type,flag_review_scores_rating,flag_reviews_per_month,flag_days_sincelast,f_bathroom,f_bedroom,ln_bed,f_beds,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
condo,Entire home/apt,Gallipoli,Lecce,6,1,2,1,4.83,0,0.39,2,362,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,100,3757413,Gallipoli,Entire home/apt,condo,1,1,1,1,2,0,1,3,1,1
condo,Entire home/apt,Cassano delle Murge,Bari,3,1,1,2,4.78,90,1.14,2,364,91,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,56,3847612,Cassano delle Murge,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,3,1
loft,Entire home/apt,Bari,Bari,3,1,1,3,4.2,7,0.09,2,362,1217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,69,3862912,Bari,Entire home/apt,loft,0,0,0,1,2,1.0986122886681098,2,3,2,1
apartment,Entire home/apt,Sannicandro di Bari,Bari,2,1,1,1,4,1,0.02,1,364,1239,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,60,3909299,Sannicandro di Bari,Entire home/apt,apartment,0,0,0,1,2,0,1,3,2,1
loft,Entire home/apt,Lizzanello,Lecce,4,1,1,1,4.68,25,0.31,7,286,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,86,3919447,Lizzanello,Entire home/apt,loft,0,0,0,1,2,0,1,3,2,2
condo,Entire home/apt,Lecce,Lecce,4,1,1,2,4.84,55,0.7,3,340,26,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,66,4155785,Lecce,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,3,1
loft,Entire home/apt,Bari,Bari,4,1,1,2,4.92,318,3.66,2,123,20,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,60,4231552,Bari,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,3,1
apartment,Entire home/apt,Martina Franca,Taranto,4,1.5,2,3,4,4,0.06,2,178,138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,150,4480568,Martina Franca,Entire home/apt,apartment,0,0,0,1,2,1.0986122886681098,2,3,2,1
loft,Entire home/apt,Lecce,Lecce,2,1,1,2,4.67,83,1.01,2,332,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,75,4541741,Lecce,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,3,1
loft,Entire home/apt,Ruvo di Puglia,Bari,5,1,1,5,4.83,0,0.39,3,364,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,60,4584367,Ruvo di Puglia,Entire home/apt,loft,1,1,1,1,2,1.6094379124341003,2,3,1,1
loft,Entire home/apt,Adelfia,Bari,4,1,2,3,4.48,107,1.31,1,356,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,76,4624126,Adelfia,Entire home/apt,loft,0,0,0,1,2,1.0986122886681098,2,3,3,1
condo,Entire home/apt,Trani,Barletta-Andria-Trani,5,1,2,5,4.56,61,0.77,2,170,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,55,4657904,Trani,Entire home/apt,condo,0,0,0,1,2,1.6094379124341003,2,3,3,1
loft,Entire home/apt,Martina Franca,Taranto,4,1,0,2,4.63,151,2.26,3,147,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,54,4658651,Martina Franca,Entire home/apt,loft,0,0,0,1,1,0.6931471805599453,1,3,3,1
loft,Entire home/apt,Lecce,Lecce,2,1,1,1,4.58,13,0.19,2,363,665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,54,4755979,Lecce,Entire home/apt,loft,0,0,0,1,2,0,1,3,2,1
condo,Entire home/apt,Santa Cesarea Terme,Lecce,6,2,3,6,5,8,0.17,6,1,127,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,158,5133492,Santa Cesarea Terme,Entire home/apt,condo,0,0,0,2,2,1.791759469228055,3,3,2,2
condo,Entire home/apt,Casarano,Lecce,3,1,1,3,5,6,0.09,2,309,116,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,28,5141812,Casarano,Entire home/apt,condo,0,0,0,1,2,1.0986122886681098,2,3,2,1
condo,Entire home/apt,Cutrofiano,Lecce,3,1,1,3,4.33,18,0.23,1,303,873,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,50,5208331,Cutrofiano,Entire home/apt,condo,0,0,0,1,2,1.0986122886681098,2,3,2,1
condo,Entire home/apt,Gioia del Colle,Bari,4,1,2,3,4.8,54,0.66,1,363,2,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,40,5268110,Gioia del Colle,Entire home/apt,condo,0,0,0,1,2,1.0986122886681098,2,3,3,1
condo,Entire home/apt,Otranto,Lecce,4,1,0,2,4.22,9,0.14,3,247,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,50,5334358,Otranto,Entire home/apt,condo,0,0,0,1,1,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Bari,Bari,2,1,1,1,4.79,88,1.29,2,301,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,59,5455379,Bari,Entire home/apt,condo,0,0,0,1,2,0,1,3,3,1
condo,Entire home/apt,Campi Salentina,Lecce,3,1,1,3,4,9,0.21,3,357,101,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,40,5462007,Campi Salentina,Entire home/apt,condo,0,0,0,1,2,1.0986122886681098,2,3,2,1
condo,Entire home/apt,Porto Cesareo,Lecce,4,1,2,4,5,2,0.44,7,363,125,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,200,5516088,Porto Cesareo,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,2,2
condo,Entire home/apt,Vieste,Foggia,2,1,1,1,4.92,24,0.35,5,200,108,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,50,5654533,Vieste,Entire home/apt,condo,0,0,0,1,2,0,1,3,2,2
loft,Entire home/apt,Lecce,Lecce,2,1,1,1,4.74,124,1.52,3,344,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,79,5675221,Lecce,Entire home/apt,loft,0,0,0,1,2,0,1,3,3,1
condo,Entire home/apt,Mesagne,Brindisi,3,1,1,1,4.4,10,0.15,3,177,123,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,80,5789565,Mesagne,Entire home/apt,condo,0,0,0,1,2,0,1,3,2,1
loft,Entire home/apt,Bari,Bari,4,1,2,2,4.47,20,0.26,3,2,672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,57,5813893,Bari,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Manfredonia,Foggia,4,1,2,3,4.67,6,0.09,3,363,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,59,5818247,Manfredonia,Entire home/apt,condo,0,0,0,1,2,1.0986122886681098,2,3,2,1
loft,Entire home/apt,Castrignano del Capo,Lecce,3,1,1,2,4.9,50,0.74,3,75,69,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,70,5882765,Castrignano del Capo,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,3,1
condo,Entire home/apt,Galatone,Lecce,4,1.5,2,3,4.33,6,0.08,5,365,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,107,5924944,Galatone,Entire home/apt,condo,0,0,0,1,2,1.0986122886681098,2,3,2,2
loft,Entire home/apt,Lecce,Lecce,2,1,0,1,4.87,45,0.56,2,332,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,74,5935696,Lecce,Entire home/apt,loft,0,0,0,1,1,0,1,3,3,1
loft,Entire home/apt,Lecce,Lecce,2,1,1,1,4.59,83,1.08,2,346,472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,55,6036883,Lecce,Entire home/apt,loft,0,0,0,1,2,0,1,3,3,1
condo,Entire home/apt,Uggiano la Chiesa,Lecce,6,1,2,6,4.56,19,0.29,1,363,88,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,30,6069962,Uggiano la Chiesa,Entire home/apt,condo,0,0,0,1,2,1.791759469228055,3,3,2,1
apartment,Entire home/apt,Bisceglie,Barletta-Andria-Trani,4,1,2,2,3,1,0.04,2,102,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,70,6193501,Bisceglie,Entire home/apt,apartment,0,0,0,1,2,0.6931471805599453,1,2,2,1
apartment,Entire home/apt,Castrignano del Capo,Lecce,5,1,1,5,4.67,3,0.06,6,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,42,6268134,Castrignano del Capo,Entire home/apt,apartment,0,0,0,1,2,1.6094379124341003,2,3,2,2
loft,Entire home/apt,Bisceglie,Barletta-Andria-Trani,4,1,1,4,4.83,0,0.39,2,365,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,57,6300635,Bisceglie,Entire home/apt,loft,1,1,1,1,2,1.3862943611198906,2,3,1,1
condo,Entire home/apt,Ugento,Lecce,3,1,1,3,4.83,0,0.39,2,136,123,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,50,6311847,Ugento,Entire home/apt,condo,1,1,1,1,2,1.0986122886681098,2,3,1,1
condo,Entire home/apt,Ugento,Lecce,2,1,1,2,4,1,0.02,2,136,1206,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,50,6319526,Ugento,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Otranto,Lecce,4,1,1,1,4.25,12,0.15,4,265,874,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,61,6320328,Otranto,Entire home/apt,condo,0,0,0,1,2,0,1,3,2,1
condo,Entire home/apt,Ugento,Lecce,5,1,2,4,5,1,0.02,2,136,1241,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,55,6320499,Ugento,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,2,1
condo,Entire home/apt,Lecce,Lecce,4,1,2,4,4.86,72,0.93,6,358,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,45,6334591,Lecce,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,3,2
loft,Entire home/apt,Nard,Lecce,4,1,0,2,4.77,13,0.16,1,365,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,80,6350593,Nard,Entire home/apt,loft,0,0,0,1,1,0.6931471805599453,1,3,2,1
loft,Entire home/apt,Giovinazzo,Bari,3,1,2,2,4.86,23,0.35,2,365,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,60,6365942,Giovinazzo,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Ostuni,Brindisi,4,1.5,1,2,4.5,4,0.05,3,0,2021,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,46,6435643,Ostuni,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Maruggio,Taranto,4,1,1,4,4.33,6,0.09,3,364,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,50,6497123,Maruggio,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,2,1
condo,Entire home/apt,Brindisi,Brindisi,3,1,1,2,4.64,106,1.32,2,354,136,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,39,6533840,Brindisi,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,3,1
condo,Entire home/apt,Lecce,Lecce,3,1,1,2,4.78,133,1.98,3,38,58,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,69,6642969,Lecce,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,3,1
apartment,Entire home/apt,Taranto,Taranto,4,1,1,4,4.36,14,0.22,1,346,47,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,40,6681834,Taranto,Entire home/apt,apartment,0,0,0,1,2,1.3862943611198906,2,3,2,1
